source	sources	company	title	location	url	posted_ts	age_days	sponsorship_hint	salary	category
gsheet:india-growth-cos	gsheet:india-growth-cos	?	Sr. Founder Office Associate	Bengauru, India	https://www.linkedin.com/jobs/view/4459477886/	2026-08-29	22			
gsheet:india-growth-cos	gsheet:india-growth-cos	?	Chief of Staff, Founders Office	Mumbai, India	https://www.linkedin.com/jobs/view/4458456483/	2026-08-29	22			
gsheet:india-growth-cos	gsheet:india-growth-cos	Hasiru Group	Business Operations Manager -Founders office	Bengauru, India	https://www.linkedin.com/jobs/view/4458099526/	2026-08-29	22			
gsheet:india-growth-cos	gsheet:india-growth-cos	The Drill	Founders office - Brand Amplification	Hyderabad, India	https://www.linkedin.com/jobs/view/4458037102/	2026-08-29	22			
gsheet:india-growth-cos	gsheet:india-growth-cos	ZettaMicro Devices	Chief of Staff	Bengauru, India	https://www.linkedin.com/posts/imveneelgeorge_hiring-for-chief-of-staff-at-zettamicro-devices-activity-7498982408583712768-XPEF?utm_source=share&utm_medium=member_desktop&rcm=ACoAACyt6owBgCJAq-TByNiprZWFxqH4aBa72eo	2026-08-28	23			experience 0-2
gsheet:india-growth-cos	gsheet:india-growth-cos	Qure.ai	CEO’s Office	Mumbai, India	https://www.linkedin.com/posts/pwarier_im-looking-for-12-people-to-join-me-in-activity-7499064896995790848-h1Aq?utm_source=share&utm_medium=member_desktop&rcm=ACoAACyt6owBgCJAq-TByNiprZWFxqH4aBa72eo	2026-08-28	23			experience 4-5
gsheet:india-growth-cos	gsheet:india-growth-cos	?	Chief of Staff to CEO	Ahmedabad, India	https://www.linkedin.com/posts/shivangi-bhatnagar-32b5384b_hiring-chiefofstaff-ceooffice-activity-7498266394384302080-7mog?utm_source=share&utm_medium=member_desktop&rcm=ACoAACyt6owBgCJAq-TByNiprZWFxqH4aBa72eo	2026-08-28	23		50-60 LPA	experience 10+
gsheet:india-growth-cos	gsheet:india-growth-cos	𝐌𝐞𝐬𝐚 𝐒𝐜𝐡𝐨𝐨𝐥 𝐨𝐟 𝐁𝐮𝐬𝐢𝐧𝐞𝐬𝐬	Founder’s Office	Bengauru, India	https://www.linkedin.com/posts/ankitagar_hiring-leadership-education-activity-7499005734555303936-9syB?utm_source=share&utm_medium=member_desktop&rcm=ACoAACyt6owBgCJAq-TByNiprZWFxqH4aBa72eo	2026-08-28	23			experience 4
gsheet:india-growth-cos	gsheet:india-growth-cos	Elfina Health	Founder’s office	Bengauru, India	https://www.linkedin.com/posts/pranshu-dwivedi-93aa1025_the-last-time-i-did-a-hiring-post-i-got-flooded-activity-7498978685992210432-79rm?utm_source=share&utm_medium=member_desktop&rcm=ACoAACyt6owBgCJAq-TByNiprZWFxqH4aBa72eo	2026-08-28	23			
gsheet:india-growth-cos	gsheet:india-growth-cos	CarbonStrong	Founder's Office Associate	Bengauru, India	https://www.linkedin.com/posts/activity-7498975515790462976-pvxj?utm_source=share&utm_medium=member_desktop&rcm=ACoAACyt6owBgCJAq-TByNiprZWFxqH4aBa72eo	2026-08-28	23			experience 1-2
gsheet:india-growth-cos	gsheet:india-growth-cos	Raise Financial Services	CEO's Office - Omnichannel	Mumbai, India	https://www.linkedin.com/jobs/view/4458969384/	2026-08-28	23			
gsheet:india-growth-cos	gsheet:india-growth-cos	SkillEnable	D2C Business Operations Manager – Founder’s Office	Kolkata, India	https://www.linkedin.com/jobs/view/4458098674/	2026-08-28	23			experience 3-5+
gsheet:india-growth-cos	gsheet:india-growth-cos	Nexshift	Founder’s Office – Strategy & Execution	Chennai, India	https://www.linkedin.com/jobs/view/4458403194/	2026-08-28	23			experience 2-4; MBA Yes
gsheet:india-growth-cos	gsheet:india-growth-cos	Good Health Company	Chief of Staff - Operations	Hyderabad, India	https://www.linkedin.com/jobs/view/4458951253/	2026-08-28	23			experience 1-5
gsheet:india-growth-cos	gsheet:india-growth-cos	?	Chief of Staff - Program Management	Gurugram, India	https://www.linkedin.com/posts/sakshi-ahuja-a3345912b_chief-of-staff-program-management-bfsi-activity-7498273998838038528-1efh?utm_source=share&utm_medium=member_desktop&rcm=ACoAACyt6owBgCJAq-TByNiprZWFxqH4aBa72eo	2026-08-27	24			experience 7+
gsheet:india-growth-cos	gsheet:india-growth-cos	Karta	Founder’s Office — GTM, Strategy & Ops	Bengauru, India	https://www.linkedin.com/posts/vijaypal-singh-761a4815_ai-aiagents-activity-7498657549810872320-OMtL?utm_source=share&utm_medium=member_desktop&rcm=ACoAACyt6owBgCJAq-TByNiprZWFxqH4aBa72eo	2026-08-27	24			experience 0-4
